formula,ref_energy_eV,min_final_log_eV,delta_eV
Cl14F6Ta4,-5.44875971476237,-5.445671,0.0030887147623701594
Cl14Hg4Rb6,-2.6745198567708335,-2.670951,0.0035688567708334062
Cl14I2Sn4,-3.1145349502563477,-3.114365,0.00016995025634791716
Cl14Mn2,-3.128829002380371,-3.208094,-0.07926499761962891
Cl16Cr2Fe2,-4.014588928222656,-4.023315,-0.008726071777344302
Cl16Cu2Fe4,-3.9295779141512783,-3.931025,-0.0014470858487216631
Cl16Fe2Ga4,-3.6636588356711646,-3.661284,0.002374835671164366
Cl16Fe2Ru2,-3.779638671875,-3.776642,0.0029966718750000787
Cl16Fe2Sb2,-3.4186798095703126,-3.417588,0.0010918095703127406
Cl16Fe2Ta2,-4.610560607910156,-4.608628,0.0019326079101560367
Cl16Fe2V2,-4.127329635620117,-4.135709,-0.008379364379883292
Cl16Fe4Sn2,-4.088817596435547,-4.087251,0.0015665964355466855
Cl16Fe4Sr2,-4.278288407759233,-4.278359,-7.059224076666482e-05
Cl16Ga2Ta2,-4.218453979492187,-4.217484,0.0009699794921873561
Cl16Ga4Mg2,-3.362456581809304,-3.359974,0.002482581809304385
Cl16Si2Ti2,-4.226566314697266,-4.226424,0.0001423146972658884
Cl16Tl4Y4,-4.593438148498535,-4.577493,0.015945148498535566
Cl18Co4K6,-3.621406010219029,-3.605512,0.01589401021902903
Cl18Co4Rb6,-3.610589163643973,-3.59984,0.010749163643973159
Cl18Cr2Rh4,-4.19621467590332,-4.192038,0.0041766759033201595
Cl18Cr4K6,-4.308028357369559,-4.299043,0.008985357369558855
Cl18Cr4Rh2,-4.553055763244629,-4.54896,0.004095763244628792
Cl18Cs2Hf4,-5.034218470255534,-5.038294,-0.004075529744465456
Cl18Cs2Mn4,-4.040044784545898,-4.041153,-0.0011082154541020017
Cl18Cs2Mo4,-4.354260762532552,-4.353759,0.0005017625325516306
Cl18Cs2Pd4,-2.950214703877767,-2.901615,0.04859970387776702
Cl18Cs2Zr4,-4.7487538655598955,-4.753304,-0.004550134440104436
Cl18Cs6Ir4,-3.812896183558873,-3.812905,-8.816441127379449e-06
Cl18Fe2Ir4,-4.134861946105957,-4.127542,0.007319946105956987
Cl18Hf2P2,-4.109265067360618,-4.108871,0.00039406736061842196
Cl18Hf4K2,-5.02620792388916,-5.029867,-0.0036590761108401537
Cl18Hf4Rb2,-5.026384353637695,-5.030475,-0.004090646362304717
Cl18In4Sc2,-3.8098630905151367,-3.743536,0.06632709051513652
Cl18Ir2P2,-3.3455685702237217,-3.345811,-0.00024242977627819684
Cl18Ir2V2,-3.869481173428622,-3.862054,0.00742717342862198
Cl18K2Mn4,-3.987945238749186,-4.03613,-0.048184761250813946
Cl18K2Pd4,-2.949132283528646,-2.909991,0.039141283528645765
Cl18K6Rh4,-3.6869283403669084,-3.673806,0.013122340366908514
Cl18Mn2P2,-3.551333340731534,-3.544713,0.006620340731534391
Cl18Mn2Ru2,-3.769807295365767,-3.774902,-0.005094704634232894
Cl18Mn3Ru3,-4.435586929321289,-4.42565,0.009936929321288979
Cl18Mn4Na2,-3.9954439798990884,-4.007202,-0.011758020100911981
Cl18Mn4Rb2,-4.03342882792155,-4.031363,0.0020658279215499675
Cl18Na2Pd4,-2.8986425399780273,-2.908133,-0.009490460021972513
Cl18Ni3Pd3,-3.198787053426107,-3.136642,0.06214505342610677
Cl18Ni3Ru3,-3.809251149495443,-3.792762,0.016489149495442668
Cl18P2Pd2,-2.9622681357643823,-2.956362,0.00590613576438237
Cl18P2Pt2,-3.08847358010032,-3.091382,-0.002908419899680048
Cl18P2Ru2,-3.411810441450639,-3.413211,-0.0014005585493608308
Cl18P2Zr2,-3.952166123823686,-3.950066,0.002100123823685962
Cl18Pd4Rb2,-2.9469470977783203,-2.92892,0.018027097778320123
Cl18Pt2V2,-3.596224004572088,-3.595399,0.0008250045720878951
Cl18Rb2Zr4,-4.740352630615234,-4.745687,-0.005334369384765836
Cl18Rb6Rh4,-3.679755619594029,-3.679771,-1.5380405971043842e-05
Cl18Rb6Ru4,-3.9060420989990234,-3.906043,-9.010009764942595e-07
Cl18Rb6Sc4,-4.397795540945871,-4.399581,-0.0017854590541297455
Cl18Re2V2,-4.311973571777344,-4.313611,-0.001637428222656112
Cl18Ru2S2,-3.0418826016512783,-3.039871,0.0020116016512781165
Cl18Ru2Se2,-3.048916903409091,-3.04545,0.003466903409090616
Cl18Ru2Te2,-3.1343421936035156,-3.13479,-0.00044780639648456244
Cl18Ru2V2,-3.9404279535466973,-3.941018,-0.0005900464533028504
Cl18Ru4Tl6,-3.784463337489537,-3.77923,0.0052333374895368046
Cl18Sc4Tl6,-4.256239754813058,-4.263693,-0.007453245186941793
ClF5Te,-3.8063752310616628,-3.808147,-0.0017717689383371926
ClI5Mo,-3.079297201974051,-3.070601,0.008696201974051299
ClI5Se,-1.9256094523838587,-1.917209,0.00840045238385878
ClP5Sr8,-4.262429373604911,-4.262453,-2.3626395089237917e-05
Cl20Cs4Zn8,-2.99232816696167,-2.976668,0.01566016696166983
Cl20Cs8In4,-3.321125030517578,-3.325801,-0.00467596948242166
Cl20I4S4,-2.301711218697684,-2.290141,0.01157021869768382
Cl20Li4Mo4,-4.259614399501255,-4.259641,-2.6600498745033008e-05
Cl20Li4Pd4,-3.093072073800223,-3.070682,0.022390073800222954
Cl20Li4W4,-4.567583356584821,-4.565003,0.002580356584821253
Cl20Rb8Sc4,-4.271666526794434,-4.271657,9.526794433334373e-06
Cl20Tl4Zn8,-2.9024267196655273,-2.890373,0.012053719665527485
Cl28Cs4La8,-4.726742553710937,-4.718826,0.007916553710937357
Cl28Fe8K4,-4.126066589355469,-4.12722,-0.0011534106445312275
Cl28Ga8Rb4,-3.3438133239746093,-3.342445,0.0013683239746091758
Cl28La8Tl4,-4.651842498779297,-4.635355,0.01648749877929756
Cl28S4Tl4,-2.5524164835611978,-2.538545,0.013871483561197717
Cl2FIn,-3.6479663848876953,-3.64475,0.003216384887695156
Cl2F2Pd,-3.2721702575683596,-3.272216,-4.5742431640238834e-05
Cl2F2Ru,-4.435197067260742,-4.435258,-6.0932739257779645e-05
Cl2I14Ti4,-3.69197998046875,-3.692021,-4.1019531249908425e-05
Cl2I18P4,-2.3570658365885415,-2.364852,-0.0077861634114584355
Cl32P4Tl4,-2.9052150726318358,-2.913818,-0.00860292736816426
Cl3F18Mn3,-4.052804946899414,-4.054701,-0.001896053100585604
Cl4Co2I2,-3.508892297744751,-3.500725,0.00816729774475089
Cl4F2La2,-5.622950553894043,-5.621387,0.001563553894042613
Cl4I4Pd4,-3.209754308064779,-3.176267,0.03348730806477862
Cl4La12Te16,-5.408568382263184,-5.366996,0.04157238226318327
Cl4Pd2Se2,-3.503512382507324,-3.495795,0.007717382507324011
Cl4Pd2Te2,-3.49782133102417,-3.492242,0.0055793310241698535
Cl4Pt2Te2,-3.6962625980377197,-3.714596,-0.01833340196228006
Cl6F2Mn4,-5.412085851033528,-5.386986,0.025099851033528076
Cl6Fe2Pb,-4.351303948296441,-4.370069,-0.01876505170355891
Cl6GaIr,-3.6619930267333984,-3.661708,0.0002850267333984746
Cl6HgIr,-3.041409492492676,-3.039871,0.0015384924926755694
Cl6I2Mo2,-4.256167221069336,-4.263929,-0.00776177893066432
Cl6IrMg,-3.653282642364502,-3.653136,0.0001466423645020143
Cl6MgMn,-3.941988468170166,-3.940964,0.001024468170165882
Cl6MnNi,-3.9896161556243896,-3.989617,-8.443756103204691e-07
Cl6MnOs,-4.600326061248779,-4.602236,-0.0019099387512211408
Cl6MnPb,-3.955779552459717,-3.892526,0.06325355245971664
Cl6MnPt,-3.9882781505584717,-3.987428,0.0008501505584717073
Cl6MoPb,-4.1676740646362305,-4.129067,0.038607064636230426
Cl6PbZr,-4.481523036956787,-4.453984,0.027539036956786944
Cl6RhTl,-3.2607369422912598,-3.239469,0.02126794229125961
Cl6SrZr,-4.711620330810547,-4.693951,0.01766933081054667
Cl7Co4F,-3.943073272705078,-4.103336,-0.16026272729492153
Cl7FFe4,-4.462239583333333,-4.631923,-0.16968341666666653
Cl7FNi4,-3.205439567565918,-3.272068,-0.06662843243408201
Cl7Fe2Na,-4.094758987426758,-4.089465,0.005293987426758129
Cl7Fe2Tl,-4.06380615234375,-4.063846,-3.984765625020259e-05
Cl7IPt2,-3.0199825286865236,-2.980457,0.0395255286865237
Cl7I3Sb2,-2.724211057027181,-2.703256,0.020955057027181034
Cl8Fe2Hg2,-3.3918965657552085,-3.341333,0.05056356575520837
Cl8Fe2Pd,-4.023775274103338,-4.029046,-0.005270725896662221
Cl8Fe3Ni,-4.5121815999348955,-4.514831,-0.0026494000651045013
Cl8GaP,-3.1803916931152343,-3.189571,-0.009179306884765648
Cl8HfZr,-5.134892272949219,-5.134954,-6.172705078100194e-05
Cl8HgK6,-3.132421620686849,-3.132406,1.5620686848905052e-05
Cl8InNa5,-3.3381601061139787,-3.331006,0.00715410611397882
Cl8InTl5,-3.1529549189976285,-3.145184,0.007770918997628495
Cl8IrNa5,-3.5850761958530972,-3.570644,0.014432195853097074
Cl8IrPd,-3.2378799438476564,-3.237799,8.094384765655604e-05
Cl8K6Sn,-3.4721633911132814,-3.463578,0.008585391113281382
Cl8K6Sr,-3.5990819295247394,-3.586374,0.012707929524739203
Cl8Na5Rh,-3.5170838492257253,-3.503225,0.013858849225725223
Cl8Na5Sc,-3.8787994384765625,-3.872519,0.0062804384765624555
Cl8Pb3Rb2,-3.5652559720552883,-3.567082,-0.0018260279447117611
Cl8PdPt,-2.9387590408325197,-2.890479,0.04828004083251969
CoMnS2,-6.671149253845215,-6.55864,0.11250925384521526
Co2F14Ru2,-4.89865960015191,-4.876032,0.022627600151909455
Co3MnS8,-5.667931874593099,-5.667934,-2.1254069011433785e-06
Co3MnSe4,-5.8702497482299805,-5.818391,0.05185874822998038
Co3PS7,-5.393100044944069,-5.344546,0.04855404494406912
Co4Fe8P12,-7.313507080078125,-7.313077,0.00043008007812517235
Co4Ge2S10,-5.299927711486816,-5.203708,0.09621971148681663
Co4Ge2Se10,-4.844497203826904,-4.707955,0.13654220382690418
Co4Nb4Se16,-5.794789632161458,-5.703468,0.09132163216145806
Co4Pd2Se8,-5.087142399379185,-5.087147,-4.600620814976253e-06
Co4Se10Si2,-4.985588073730469,-4.839713,0.14587507373046904
Co4Se16Ta4,-6.098321278889974,-6.039931,0.0583902788899735
Co4Si2Te10,-4.596841335296631,-4.434574,0.1622673352966313
Co4Ta4Te16,-5.555364608764648,-5.55526,0.00010460876464879476
Co4Te16V4,-5.0721085866292315,-5.069891,0.0022175866292313273
Co8Fe4P12,-7.08381716410319,-7.0826,0.0012171641031901714
Cr12In4Se24,-5.787783813476563,-5.760958,0.0268258134765631
CrI6,-2.8262950352260043,-2.826221,7.403522600446522e-05
Cr2F14Sn2,-5.267401801215278,-5.226311,0.04109080121527775
Cr3LaS6,-6.930992126464844,-6.930986,6.126464843880797e-06
Cr4Cs12S12,-4.490297589983259,-4.499118,-0.008820410016741498
Cr4Cs8S10,-4.9101035378196025,-4.91008,2.353781960273693e-05
Cr4Cs8S16,-4.853690011160714,-4.86951,-0.015819988839285593
Cr4Cs8Se10,-4.53850624778054,-4.527778,0.010728247780540379
Cr4Ga4Te12,-4.682625961303711,-4.682713,-8.703869628856609e-05
Cr4MnSe8,-6.328990642841045,-6.309979,0.019011642841045173
Cr4Rb8S16,-4.863595690046038,-4.863676,-8.030995396168805e-05
Cs10Fe6S14,-4.750863647460937,-4.750723,0.0001406474609373376
Cs10Fe6Se14,-4.395398966471354,-4.385118,0.010280966471353459
Cs12Ga4Te12,-3.069856916155134,-3.069772,8.491615513417372e-05
Cs12Hg2Se8,-2.7581918889825996,-2.758179,1.288898259943494e-05
Cs12Hg2Te8,-2.572107661854137,-2.57208,2.7661854137051023e-05
Cs12Mg2Se8,-3.0388141978870737,-3.038818,-3.802112926276635e-06
Cs12Mg2Te8,-2.812443819912997,-2.812428,1.581991299692831e-05
Cs12Mn2S8,-3.7980187155983667,-3.798023,-4.28440163346977e-06
Cs12Mn2Se8,-3.5896644592285156,-3.589652,1.2459228515560028e-05
Cs12Mn2Te8,-3.3650776256214487,-3.365074,3.6256214488439298e-06
Cs12Mn4S14,-4.46335194905599,-4.463359,-7.050944009989735e-06
Cs12Mo2P8,-3.7969124533913354,-3.796907,5.453391335397129e-06
Cs12Pb2S8,-3.269491369074041,-3.269484,7.36907404119691e-06
Cs12Pb2Se8,-3.094021883877841,-3.094019,2.883877840975657e-06
Cs12Pb2Te8,-2.901928121393377,-2.90191,1.812139337697971e-05
Cs12S12Sc4,-4.497839791434152,-4.509625,-0.01178520856584786
Cs12S14Ti4,-4.697205607096354,-4.697239,-3.3392903645790284e-05
Cs12Se14Ti4,-4.31318359375,-4.313199,-1.540625000018281e-05
Cs14P8Ta2,-3.664940516153971,-3.664967,-2.648384602865761e-05
Cs16Hf4S16,-4.732931349012587,-4.7367,-0.0037686509874133023
Cs16Hf4Te16,-3.9739231533474393,-3.964169,0.009754153347439232
Cs16Pb4S16,-3.553214603000217,-3.553218,-3.396999783245036e-06
Cs16Pb4Se16,-3.298069636027018,-3.298161,-9.13639729818172e-05
Cs16Se16Sn4,-3.4427312215169272,-3.442712,1.9221516927014903e-05
Cs16Se16Zr4,-4.221175299750434,-4.221197,-2.1700249566158902e-05
Cs16Sn4Te16,-3.1300843556722007,-3.119788,0.010296355672200885
Cs16Te16Ti4,-3.700762006971571,-3.695273,0.005489006971571175
CsF7Tl2,-3.9345325469970702,-3.93109,0.0034425469970700284
Cs2F18Pb4,-4.199606895446777,-4.191328,0.008278895446776957
Cs4F14Nb2,-5.577332305908203,-5.577309,2.3305908203319348e-05
Cs4F14Sb2,-4.52069320678711,-4.522422,-0.0017287932128899897
Cs4F14Ta2,-5.892676544189453,-5.892583,9.354418945317633e-05
Cs4F20Ge4,-4.775908333914621,-4.774875,0.0010333339146209042
Cs4F20Mn4,-4.9897564479282925,-4.989798,-4.1552071707862126e-05
Cs4F20Mo4,-5.166659763881138,-5.16761,-0.0009502361188618025
Cs4F20Pb4,-4.256341661725726,-4.264475,-0.008133338274274315
Cs4F20Pd4,-4.01221684047154,-4.0123,-8.315952845983077e-05
Cs4F20Pt4,-4.19645745413644,-4.196459,-1.5458635598264436e-06
Cs4F20Sn4,-4.698583330426898,-4.703945,-0.005361669573102468
Cs4F20Zr4,-6.185405731201172,-6.199962,-0.01455626879882832
Cs4Ga12Se20,-3.842726813422309,-3.832375,0.010351813422309064
Cs4Ga12Te20,-3.376002629597982,-3.335645,0.04035762959798195
Cs4S20Y12,-6.55474853515625,-6.544895,0.009853535156249649
Cs4Sc12Se20,-5.838077969021267,-5.833238,0.004839969021267265
Cs4Sc12Te20,-5.2147399054633246,-5.189175,0.025564905463324905
Cs4Se20Y12,-6.045775519476996,-6.034756,0.011019519476996642
Cs4Te20Y12,-5.4348500569661455,-5.403547,0.03130305696614588
Cs6F14Os2,-4.797700361772017,-4.800065,-0.0023646382279833844
Cs6F14Re2,-5.0855723294344815,-5.090557,-0.004984670565518989
Cs6F14Ru2,-4.673589186234907,-4.673633,-4.3813765092437507e-05
Cs6F14Sn2,-4.537811626087535,-4.53984,-0.002028373912464687
Cs6F16Ta2,-5.58458137512207,-5.574734,0.009847375122070012
Cs6Ga4P6,-3.52903413772583,-3.551939,-0.02290486227416988
Cs6In4P6,-3.401865005493164,-3.401892,-2.6994506836075516e-05
Cs8F20La4,-5.470644950866699,-5.470651,-6.049133300933818e-06
Cs8F32W4,-4.965429826216265,-4.965442,-1.2173783735747179e-05
Cs8Ga4S10,-3.8491942665793677,-3.849246,-5.1733420632249505e-05
Cs8Hf2Se8,-4.37511232164171,-4.377519,-0.0024066783582901152
Cs8I12Sr2,-2.9171423478560015,-2.917164,-2.165214399862947e-05
Cs8I20La4,-3.3692498207092285,-3.369292,-4.217929077166005e-05
Cs8In4Se10,-3.4280215176669033,-3.425342,0.0026795176669032195
Cs8S10Tl4,-3.4307906410910864,-3.430818,-2.7358908913477364e-05
Cs8S8Zr2,-4.559637705485026,-4.559659,-2.1294514973568823e-05
Cs8Se8Ti2,-4.081514146592882,-4.095979,-0.014464853407117673
Cs8Si8Te20,-3.6589940388997397,-3.64662,0.012374038899739759
CuF6Ge,-4.548173904418945,-4.548152,2.19044189453399e-05
Cu2F12Pb4,-4.642914666069879,-4.642911,3.6660698787827073e-06
Cu2F8Hg2,-3.4482552210489907,-3.448252,3.221048990642572e-06
F10Li2Mo2,-5.304044451032366,-5.302415,0.0016294510323664468
F10Li2Sn2,-4.817231859479632,-4.817277,-4.514052036785898e-05
F10Li2Ti2,-6.029632568359375,-6.03209,-0.002457431640625174
F10Li4Rh2,-4.820043087005615,-4.820041,2.08700561543651e-06
F10Mo2Na2,-5.182584490094866,-5.19237,-0.009785509905134049
F10Na2W2,-5.329691205705915,-5.33425,-0.004558794294085011
F10Na4Tl2,-4.125871658325195,-4.12587,1.6583251953861122e-06
F10Rb4Tl2,-4.076643466949463,-4.081211,-0.0045675330505368095
F12Hg2Rb8,-3.767120361328125,-3.767159,-3.863867187492431e-05
F12Hg8S2,-2.7519959536465732,-2.752206,-0.00021004635342691813
F12Sn4Sr2,-5.174408806694879,-5.165772,0.008636806694878985
F14Fe2Ru2,-5.127592298719618,-5.127559,3.329871961810227e-05
F14Fe2V2,-5.486118740505642,-5.449443,0.036675740505642374
F14Fe4Na6,-4.968884468078613,-4.965655,0.003229468078613351
F14Ir2Ru2,-4.943322923448351,-4.937236,0.00608692344835049
F14K2Mo2,-4.8306935628255205,-4.826293,0.004400562825520815
F14La2Pb2,-5.349791208902995,-5.349826,-3.479109700510463e-05
F14Mn2Sb2,-5.186956617567274,-5.178288,0.008668617567273884
F14Nb2Rb4,-5.588136672973633,-5.588844,-0.0007073270263671105
F14Nb2Sn2,-5.802879757351345,-5.840597,-0.037717242648654725
F14P2Sr2,-5.310022566053602,-5.310043,-2.04339463980574e-05
F14Pb2Y2,-5.480992211235894,-5.480959,3.3211235893837454e-05
F14Pd2Tl2,-3.7242533365885415,-3.728574,-0.004320663411458536
F14Rb2W2,-5.102537367078993,-5.101951,0.0005863670789931774
F14Rh2Ru2,-4.888060675726996,-4.857428,0.030632675726996794
F14Sb2Sn2,-4.7458750406901045,-4.725031,0.020844040690104038
F16I2Tl6,-3.6880245208740234,-3.698926,-0.01090147912597672
F16K6Nb2,-5.385143280029297,-5.385136,7.280029296730106e-06
F16K6Sb2,-4.50328795115153,-4.503282,5.9511515306809315e-06
F16Li8Zn4,-4.481621878487723,-4.473297,0.008324878487723453
F16Na6Nb2,-5.384038925170898,-5.384009,2.9925170898614795e-05
F16Nb2Rb6,-5.343910217285156,-5.343887,2.3217285156640344e-05
F16Rb6Sb2,-4.4629974365234375,-4.462992,5.436523437651886e-06
F16Rb6Ta2,-5.6064408620198565,-5.606449,-8.137980143096968e-06
F16Sn4W2,-5.23572401566939,-5.229713,0.00601101566938933
F18Ga4Rb6,-4.626129695347378,-4.626168,-3.8304652622223045e-05
F18Hf4Rb2,-6.844323476155599,-6.838062,0.0062614761555988
F18Mn4Na2,-5.010296821594238,-5.018756,-0.008459178405761492
F18Mn6Tl2,-5.649112407977764,-5.649521,-0.0004085920222358652
F18Pb4Rb2,-4.194858551025391,-4.189564,0.005294551025390781
F18Pt4Rb2,-4.106617609659831,-4.106769,-0.00015139034016886654
F18Pt4Tl2,-4.041144688924153,-4.027096,0.014048688924153119
FI7Mn4,-4.467959086100261,-4.53457,-0.06661091389973972
FK3Te,-3.382455825805664,-3.382456,-1.7419433584464628e-07
F20Ga4Na8,-4.633296012878418,-4.633296,1.2878418331752073e-08
F20Ge4K4,-4.791111537388393,-4.796471,-0.005359462611607135
F20Ge4Rb4,-4.7781268528529575,-4.779232,-0.0011051471470429064
F20Ge4Tl4,-4.661980220249721,-4.662533,-0.0005527797502784537
F20Hf4Li4,-6.637450626918247,-6.636378,0.001072626918247721
F20K4Mn4,-5.004517146519253,-5.010264,-0.00574685348074766
F20K4Pt4,-4.205424717494419,-4.210203,-0.0047782825055806555
F20K4Ru4,-4.937643868582589,-4.940965,-0.003321131417410861
F20K4Sn4,-4.705865587506976,-4.722181,-0.01631541249302426
F20Li4Zr4,-6.32861328125,-6.316449,0.012164281249999576
F20Mn4Rb4,-4.995394025530134,-4.995405,-1.0974469866198433e-05
F20Mo4Rb4,-5.1644150870186945,-5.175166,-0.010750912981305483
F20Mo4Tl4,-5.044505528041294,-5.061942,-0.0174364719587059
F20Na4Sn4,-4.705092293875558,-4.704176,0.0009162938755578054
F20Na8Rh4,-4.610698699951172,-4.610708,-9.300048827931562e-06
F20Pb4Rb4,-4.250166756766183,-4.264552,-0.014385243233816958
F20Pd4Rb4,-4.013026646205357,-4.013076,-4.93537946431033e-05
F20Pt4Rb4,-4.196401868547712,-4.197834,-0.0014321314522884876
F20Pt4Tl4,-4.088797977992466,-4.087974,0.0008239779924661406
F20Rb4Sn4,-4.693177904401507,-4.70593,-0.01275209559849344
F20Rb4Ti4,-5.936159406389509,-5.936474,-0.0003145936104909097
F20Rb8Rh4,-4.56157112121582,-4.563883,-0.0023118787841793775
F20Rb8Y4,-5.688190460205078,-5.686384,0.0018064602050777978
F20Sn4Tl4,-4.5830503191266745,-4.591982,-0.008931680873325298
F20Ti4Tl4,-5.817109789167132,-5.824778,-0.007668210832868283
F24Hg8Re4,-4.4358630710177955,-4.439426,-0.0035629289822045607
F28Fe4Pb8,-5.052346801757812,-5.052312,3.480175781245265e-05
F28Fe4Sr8,-5.578667068481446,-5.572118,0.006549068481445985
F28Ge4La4,-5.752220153808594,-5.752225,-4.84619140639353e-06
F28Ge4Nb4,-5.824186537000868,-5.79529,0.02889653700086825
F28Ge4Y4,-5.883154127332899,-5.883171,-1.6872667100820138e-05
F28Hg4Nb4,-5.105117373996311,-5.10507,4.7373996310717814e-05
F28Hg4Sb4,-3.978693644205729,-3.978376,0.00031764420572910623
F28Hg4V4,-4.436613294813368,-4.435194,0.0014192948133677774
F28In4Sn4,-4.651355319552952,-4.641474,0.009881319552952128
F28In4W4,-5.131662156846788,-5.137328,-0.005665843153211725
F28Ir4La4,-5.668641832139757,-5.668649,-7.167860243129098e-06
F28Ir4Y4,-5.800369686550564,-5.800444,-7.431344943586993e-05
F28K4Tl8,-3.9504356384277344,-3.951133,-0.0006973615722656312
F28La4Mn4,-5.904789818657769,-5.904798,-8.181342231239341e-06
F28La4Pd4,-5.13396241929796,-5.133972,-9.580702039713174e-06
F28La4Pt4,-5.294802347819011,-5.294802,3.4781901092628686e-07
F28La4Re4,-6.386841244167751,-6.386837,4.244167751465966e-06
F28La4Ru4,-5.853711446126302,-5.853726,-1.4553873698197606e-05
F28La4Ti4,-6.654542711046007,-6.65454,2.711046007242146e-06
F28La4W4,-6.187722947862413,-6.187745,-2.2052137586214826e-05
F28Li4Rh8,-4.78209228515625,-4.754312,0.027780285156250528
F28Mn4Y4,-6.038422054714626,-6.038429,-6.9452853734830455e-06
F28Nb4Tl8,-5.426425933837891,-5.420475,0.005950933837890915
F28Pb8Tl4,-4.476375961303711,-4.455281,0.021094961303711024
F28Pd4Y4,-5.259466807047526,-5.25946,6.8070475265358255e-06
F28Pt4Tl4,-3.8920470343695746,-3.89711,-0.00506296563042552
F28Re4Y4,-6.520384046766493,-6.520387,-2.95323350751886e-06
F28Ru4Y4,-5.988413492838542,-5.988433,-1.9507161457710254e-05
F28Sc4Sn4,-5.6894175211588545,-5.690309,-0.0008914788411455987
F28Ti4Y4,-6.792009565565321,-6.792018,-8.434434678683544e-06
F28W4Y4,-6.328692118326823,-6.328703,-1.0881673176754703e-05
F2P6Sr10,-4.476976606580946,-4.476977,-3.9341905377909825e-07
F32K8Te4,-4.167013688520952,-4.167023,-9.311479048257354e-06
F32Na8W4,-4.940711281516335,-4.967216,-0.026504718483664647
F4I4Ru2,-4.085466766357422,-4.086331,-0.0008642336425781494
F4La2Te,-6.49341310773577,-6.493426,-1.2892264230401906e-05
F4Mn6Se4,-6.124565124511719,-6.178099,-0.05353387548828081
F5LiPb,-4.369984490530832,-4.369983,1.4905308312052057e-06
F5MnNa,-4.9553680419921875,-4.955367,1.0419921876447802e-06
F6GeW,-5.327068328857422,-5.315616,0.011452328857421534
F6MoPb,-5.262962818145752,-5.262961,1.8181457521748712e-06
F6SiSn,-5.397833824157715,-5.397822,1.1824157715167871e-05
F7InLi4,-4.783339500427246,-4.751337,0.03200250042724573
F7Li4Sc,-5.550404866536458,-5.524743,0.025661866536458078
F7MoNa,-4.78884039984809,-4.79571,-0.006869600151909516
F7NaW,-5.072150336371528,-5.080354,-0.008203663628472135
F7Na3W,-4.996492559259588,-4.996447,4.5559259588046075e-05
F7PbRb3,-4.259418834339488,-4.259197,0.0002218343394879696
F7Rb3W,-4.9163523587313565,-4.926754,-0.010401641268643402
F7Tl3Zr,-5.321522105823863,-5.324808,-0.0032858941761366722
F8HgK6,-3.9545331319173176,-3.954531,2.131917317793608e-06
F8Li5Rh,-4.839824131556919,-4.827635,0.012189131556919364
F8Na5Rh,-4.4947509765625,-4.494741,9.976562499680597e-06
F8Na6Ni,-4.33829091389974,-4.338289,1.9138997400247604e-06
F8Ni3Zn,-4.253119150797526,-4.253129,-9.84920247404375e-06
F8PdPt,-3.8172935485839843,-3.817538,-0.00024445141601558973
F9Hf2K,-6.848369598388672,-6.836181,0.012188598388672034
F9KMn2,-5.017031351725261,-5.035807,-0.01877564827473943
F9KPd2,-3.8774236043294272,-3.870469,0.006954604329427294
F9LiPd2,-3.920375188191732,-3.897879,0.022496188191731825
F9NaPd2,-3.871418317159017,-3.871409,9.317159017196985e-06
FeHfI6,-4.041810035705566,-4.060471,-0.018660964294433313
FeI6Zr,-3.874513626098633,-3.876227,-0.0017133739013672766
FeI8V,-3.243429946899414,-3.247808,-0.004378053100586143
FeMn3Se4,-6.5253190994262695,-6.497609,0.027710099426269785
FeS6V2,-6.440871768527561,-6.433043,0.007828768527561536
FeSe6V2,-5.856700897216797,-5.859425,-0.0027241027832030085
Fe2I12,-2.549999237060547,-2.611964,-0.06196476293945308
Fe2I12In2,-2.8754076957702637,-2.876469,-0.0010613042297364927
Fe2I16Nb2,-3.402272033691406,-3.40041,0.0018620336914061397
Fe2I16Ta2,-3.590240478515625,-3.587672,0.002568478515625028
Fe2I7Li,-3.3328067779541017,-3.329376,0.003430777954101849
Fe2I7Na,-3.2806724548339843,-3.279842,0.000830454833984362
Fe4Ge2I16,-3.2908269708806817,-3.289026,0.0018009708806818736
Fe4I16K4,-3.2430547078450522,-3.264618,-0.02156329215494779
Fe4I16Pb2,-3.2968618219549004,-3.296183,0.0006788219549003216
Fe4I16Sn2,-3.292517228560014,-3.293279,-0.0007617714399859032
Fe4I16Sr2,-3.3967840021306817,-3.408371,-0.01158699786931816
Fe4I18Tl2,-2.996220270792643,-2.999483,-0.00326272920735704
Fe4I32P4,-2.7441532135009767,-2.741599,0.002554213500976843
Fe4SSe3,-6.405479907989502,-6.250477,0.1550029079895019
Fe4S3Se,-6.68932580947876,-6.53035,0.15897580947875944
Fe6Rb10S14,-4.765104166666666,-4.760126,0.004978166666666617
Fe8I28K4,-3.308620834350586,-3.319951,-0.011330165649414248
Ga12K12P16,-3.849696731567383,-3.791277,0.05841973156738289
Ga12K4S20,-4.284845564100477,-4.27413,0.010715564100476804
Ga12K4Te20,-3.3723988003200955,-3.351515,0.020883800320095514
Ga12P16Rb12,-3.7859817504882813,-3.75117,0.03481175048828122
Ga12Rb4Se20,-3.8375761244032116,-3.809552,0.02802412440321156
Ga12Te20Tl4,-3.364371405707465,-3.325659,0.03871240570746526
Ga2Hg2I8,-2.004050095876058,-1.968171,0.0358790958760582
