formula,chemsys,ehull
Pt3 W15 O24,Pt-W-O,0.8045836873809513
Pt3 W15 O24,Pt-W-O,0.7825446902380939
Pt4 W4 O20,Pt-W-O,0.1197651458928588
Pt4 W4 O20,Pt-W-O,0.1313081401785734
Pt2 W2 O10,Pt-W-O,0.09651844303571533
Rb8 Be4 O8,Be-Rb-O,-0.049456069000001435
Rb8 Be4 O8,Be-Rb-O,-0.04940409900000198
Rb8 Be4 O8,Be-Rb-O,-0.04921635550000225
Rb8 Be4 O8,Be-Rb-O,-0.04555138850000162
Rb8 Be4 O8,Be-Rb-O,-0.05132178850000191
Rb8 Ca4 O8,Ca-Rb-O,0.02367913249999898
Rb8 Ca4 O8,Ca-Rb-O,0.022635337499998798
Rb8 Ca4 O8,Ca-Rb-O,0.024390025999998954
Rb8 Ca4 O8,Ca-Rb-O,0.03360043249999922
Rb8 Ca4 O8,Ca-Rb-O,0.03309101599999842
Re2 Sn1 O9,Re-Sn-O,0.029370765937498433
Re4 Sn2 O18,Re-Sn-O,0.02577877885416413
Re8 Sn4 O36,Re-Sn-O,0.025770711354164533
Re2 Sn1 O9,Re-Sn-O,0.030609679270829915
Re4 Sn2 O18,Re-Sn-O,0.02530479260416385
Re4 Au4 O20,Au-Re-O,0.02558118223214123
Re4 Au4 O20,Au-Re-O,8.828580356912141e-05
Re4 Au4 O20,Au-Re-O,0.030047241160712446
Re2 Au2 O10,Au-Re-O,0.03473734223214109
Re4 Au4 O20,Au-Re-O,0.08568336687499745
Re4 Ir8 O24,Ir-Re-O,0.14893943916666252
Re4 Ir8 O24,Ir-Re-O,0.2194603297222173
Re4 Ir8 O24,Ir-Re-O,0.1495898269444389
Re3 Ir6 O18,Ir-Re-O,0.21272636990740246
Re4 Ir8 O24,Ir-Re-O,0.19794468166666235
Re2 Pd2 O6,Pd-Re-O,0.36165218900000085
Re2 Pd2 O6,Pd-Re-O,0.3702046929999998
Re3 Pd3 O9,Pd-Re-O,0.387164676666667
Re2 Pd2 O6,Pd-Re-O,0.27929771900000055
Re2 Pd2 O6,Pd-Re-O,0.2638657730000009
Re1 Pt1 O4,Pt-Re-O,0.13237285041666436
Re1 Pt1 O4,Pt-Re-O,0.22731732374999858
Ru4 Au8 O20,Au-Ru-O,0.09837086380208149
Ru4 Au8 O20,Au-Ru-O,0.0888454909895815
Ru1 Au2 O5,Au-Ru-O,0.15126329567708208
Ru2 Au4 O10,Au-Ru-O,0.10739658505208194
Ru2 Au4 O10,Au-Ru-O,0.08658244630208145
Sc8 Os4 O20,Os-Sc-O,0.12657068453124865
Sc8 Os4 O20,Os-Sc-O,0.17862234296874746
Sc8 Os4 O20,Os-Sc-O,0.12771757109374882
Sc4 Os2 O10,Os-Sc-O,0.15582114234374878
Sc8 Pb4 O16,Pb-Sc-O,0.08021196111607232
Sc4 Pb2 O8,Pb-Sc-O,0.08646822254464404
Sc8 Pb4 O16,Pb-Sc-O,0.12429113397321423
Sc8 Pb4 O16,Pb-Sc-O,0.08175478218750065
Sc8 Pb4 O16,Pb-Sc-O,0.11474649754464394
Sc8 Ru4 O20,Ru-Sc-O,0.13992038296874654
Sc4 Ru2 O10,Ru-Sc-O,0.15937021796874618
Sc8 Ru4 O20,Ru-Sc-O,0.1581644026562472
Sc8 Ru4 O20,Ru-Sc-O,0.12699086140624694
Sc2 Ru1 O5,Ru-Sc-O,0.16903301671874615
Sn2 Au4 O10,Au-Sn-O,0.07935118562499621
Sn2 Au4 O10,Au-Sn-O,0.08569242687499656
Sn1 Au2 O5,Au-Sn-O,0.10949473124999631
Sn4 Au8 O20,Au-Sn-O,0.18165909781249656
Sn2 Au4 O10,Au-Sn-O,0.15039666249999595
Sr4 Li8 O8,Li-Sr-O,0.06593863899999963
Sr4 Li8 O8,Li-Sr-O,0.05995556799999946
Sr4 Li8 O8,Li-Sr-O,0.04357026350000037
Sr2 Li4 O4,Li-Sr-O,0.06629916099999988
Sr2 Li4 O4,Li-Sr-O,0.07708999699999985
Ta4 Pt2 O14,Pt-Ta-O,0.054570584500002184
Ta8 Pt4 O28,Pt-Ta-O,0.06151668525000176
Ta8 Pt4 O28,Pt-Ta-O,0.06864137950000249
Ta2 Pt1 O7,Pt-Ta-O,0.09374018850000176
Ta8 Pt4 O28,Pt-Ta-O,0.07814149150000205
Ti2 Au4 O10,Au-Ti-O,0.11373875562499514
Ti1 Au2 O5,Au-Ti-O,0.07116921874999527
Ti2 Au4 O10,Au-Ti-O,0.10511638937499512
Ti2 Au4 O10,Au-Ti-O,0.12142050874999466
W2 Au4 O12,Au-W-O,0.137334770694447
W4 Au8 O24,Au-W-O,0.10878513319444671
W2 Au4 O12,Au-W-O,0.11626387458333465
W1 Au2 O6,Au-W-O,0.12568507458333578
W1 Au2 O6,Au-W-O,0.08373019013889138
Y8 Cd4 O16,Cd-Y-O,0.05921191910714452
Y8 Cd4 O16,Cd-Y-O,0.05253604482143093
Y8 Cd4 O16,Cd-Y-O,0.05157802982143078
Y8 Cd4 O16,Cd-Y-O,0.05850549875000244
Y8 Cd4 O16,Cd-Y-O,0.05698655517857265
Y2 Tl2 O4,Tl-Y-O,0.04189289671875063
Zn4 Hg4 O8,Hg-Zn-O,0.058769953749999715
Zn4 Hg4 O8,Hg-Zn-O,0.06811645375000008
Zn4 Hg4 O8,Hg-Zn-O,0.05486392999999978
Zn4 Hg4 O8,Hg-Zn-O,0.07105687937499994
Zn3 Hg3 O6,Hg-Zn-O,0.06770602520833346
Zn4 Ru4 O12,Ru-Zn-O,0.135708058499997
Zn4 Ru4 O12,Ru-Zn-O,0.15830410349999546
Zn2 Ru2 O6,Ru-Zn-O,0.16615880199999555
Zn4 Ru4 O12,Ru-Zn-O,0.14212740949999603
Zn4 Ru4 O12,Ru-Zn-O,0.1715440489999951
Zr4 Au8 O20,Au-Zr-O,0.04109860406249588
Zr2 Au4 O10,Au-Zr-O,0.06460151999999564
Zr2 Au4 O10,Au-Zr-O,0.043506021249995364
Zr1 Au2 O5,Au-Zr-O,0.10122878312499584
Zr2 Au4 O10,Au-Zr-O,0.15179117874999548
Zr4 Be4 O12,Be-Zr-O,0.12815974799999985
Zr4 Be4 O12,Be-Zr-O,0.12160389100000124
Zr2 Be2 O6,Be-Zr-O,0.13701506800000018
Zr4 Be4 O12,Be-Zr-O,0.12427797600000012
Zr4 Be4 O12,Be-Zr-O,0.1529224460000016
Zr3 Tl6 O15,Tl-Zr-O,0.07413973916666183
Zr4 Tl8 O20,Tl-Zr-O,0.08751556624999512
Zr4 Tl8 O20,Tl-Zr-O,0.08377069843749574
Zr3 Tl6 O15,Tl-Zr-O,0.08358295083332923
Zr4 Tl8 O20,Tl-Zr-O,0.0855672396874958
Ag6 Ir3 O9,Ag-Ir-O,0.09030003888888682
Ag8 Ir4 O12,Ag-Ir-O,0.08365384499999795
Ag4 Ir2 O6,Ag-Ir-O,0.08898024333333154
Ag8 Ir4 O12,Ag-Ir-O,0.11433705291666474
Ag8 Ir4 O12,Ag-Ir-O,0.13425842374999863
Ag4 Au4 O8,Ag-Au-O,0.04295764000000002
Ag4 Au4 O8,Ag-Au-O,0.04158256312499997
Ag2 Au2 O4,Ag-Au-O,0.041538880000000056
Ag2 Au2 O4,Ag-Au-O,0.010488109999999828
Ag2 Au2 O4,Ag-Au-O,0.036852581249999794
Al4 Os4 O16,Al-Os-O,0.0061452093750009595
Al3 Os3 O12,Al-Os-O,0.03088171826389008
Al4 Os4 O16,Al-Os-O,0.05632351187500095
Al3 Os3 O12,Al-Os-O,0.04936488548611262
Al4 Os4 O16,Al-Os-O,0.021759613125000854
Be4 Cd4 O8,Be-Cd-O,0.06614072687500006
Be4 Cd4 O8,Be-Cd-O,0.07962049437499985
Be4 Cd4 O8,Be-Cd-O,0.07274189000000053
Be4 Cd4 O8,Be-Cd-O,0.0922881762500003
Be4 Cd4 O8,Be-Cd-O,0.09121125562500065
Be4 In8 O16,Be-In-O,0.03474682321428535
Be4 In8 O16,Be-In-O,0.0535657685714277
Be2 Mo2 O8,Be-Mo-O,-0.02768525645833364
Be4 Mo4 O16,Be-Mo-O,-0.001119908958333582
Be4 Mo4 O16,Be-Mo-O,-0.028157394374998646
Be4 Mo4 O16,Be-Mo-O,-0.027426163958333305
Be4 Mo4 O16,Be-Mo-O,-0.02879847520833323
Be2 Nb4 O12,Be-Nb-O,0.04427113198412869
Be2 Nb4 O12,Be-Nb-O,0.04225770365079562
Be4 Nb8 O24,Be-Nb-O,0.04405398976190611
Be2 Nb4 O12,Be-Nb-O,0.07899148531746114
Be2 Nb4 O12,Be-Nb-O,0.05397242031746252
Be2 Os2 O6,Be-Os-O,0.207793792999996
Be4 Pb4 O12,Be-Pb-O,0.10479997100000027
Be4 Pb4 O12,Be-Pb-O,0.10455590549999982
Be2 Pb2 O6,Be-Pb-O,0.10315725899999961
Be4 Pb4 O12,Be-Pb-O,0.10626978950000066
Be4 Pb4 O12,Be-Pb-O,0.13698646849999996
Be2 Pd2 O4,Be-Pd-O,0.09764566750000014
Be4 Re4 O16,Be-Re-O,0.20835249250000132
Be4 Re4 O16,Be-Re-O,0.2363136370833363
Be4 Re4 O16,Be-Re-O,0.2200181370833345
Be4 Re4 O16,Be-Re-O,0.21251533625000185
Be4 Re4 O16,Be-Re-O,0.2255568720833363
Be4 Tl8 O16,Be-Tl-O,0.06699630535714274
Be2 Tl4 O8,Be-Tl-O,0.11316181357142874
Be4 Tl8 O16,Be-Tl-O,0.08407802607142933
Be4 W4 O16,Be-W-O,0.060725355208333553
Be4 W4 O16,Be-W-O,0.06468284145833358
Be2 W2 O8,Be-W-O,0.0807185535416668
Cs8 Pd4 O8,Cs-Pd-O,-0.06679868799999866
Cs6 Pd3 O6,Cs-Pd-O,-0.1141668996666656
Cs4 Pd2 O4,Cs-Pd-O,-0.06577129499999934
Cs8 Pd4 O8,Cs-Pd-O,-0.06698243799999837
Cs8 Pd4 O8,Cs-Pd-O,-0.06879398949999871
Ga8 Ir4 O20,Ga-Ir-O,0.12820535374999853
Ga8 Ir4 O20,Ga-Ir-O,0.1312280803124981
Ga8 Ir4 O20,Ga-Ir-O,0.12691481874999866
Ga2 Ir1 O5,Ga-Ir-O,0.11155078124999829
Ga4 Ir2 O10,Ga-Ir-O,0.16591887312499853
Ga8 Os4 O20,Ga-Os-O,0.12634040781249833
Ga4 Os2 O10,Ga-Os-O,0.16095877999999875
Ga4 Os2 O10,Ga-Os-O,0.1499723587499986
Ga4 Os2 O10,Ga-Os-O,0.08677720937499878
Ga8 Os4 O20,Ga-Os-O,0.16121389718749857
Ga2 Pd1 O4,Ga-Pd-O,0.12626092
Ga8 Pd4 O16,Ga-Pd-O,0.12058792428571419
Ga2 Pd1 O4,Ga-Pd-O,0.1282022042857136
Ga4 Pd2 O8,Ga-Pd-O,0.14849692357142796
Ga8 Pt4 O20,Ga-Pt-O,0.027933296874999236
Ga2 Pt1 O5,Ga-Pt-O,0.03303353312499979
Ga4 Pt2 O10,Ga-Pt-O,0.06909985937499918
Ga4 Re4 O20,Ga-Re-O,0.064320817232141
Ga3 Re3 O15,Ga-Re-O,0.02581107830356988
Ga2 Re2 O10,Ga-Re-O,0.03209147187499806
Ga4 Re4 O20,Ga-Re-O,0.06177133866071216
Ga3 Re3 O15,Ga-Re-O,0.03202250639880777
Hf4 Ag8 O12,Ag-Hf-O,0.07681350749999982
Hf2 Ag4 O6,Ag-Hf-O,0.07232032958333257
Hf4 Ag8 O12,Ag-Hf-O,0.06824435916666527
Hf2 Ag4 O6,Ag-Hf-O,0.05679554624999916
Hf4 Ag8 O12,Ag-Hf-O,0.07645323374999968
Hf4 Au8 O20,Au-Hf-O,0.053290808750001695
Hf2 Au4 O10,Au-Hf-O,0.03779921031250133
Hf4 Be4 O12,Be-Hf-O,0.10057829299999987
Hf2 Be2 O6,Be-Hf-O,0.10612016650000022
Hf4 Be4 O12,Be-Hf-O,0.1358018439999995
Hf2 Be2 O6,Be-Hf-O,0.1143840315000002
Hf2 Ga4 O10,Ga-Hf-O,0.04189482406250278
Hf2 Ga4 O10,Ga-Hf-O,0.056278915312502065
Hf2 Ga4 O10,Ga-Hf-O,0.06925681343750245
Hf4 Ga8 O20,Ga-Hf-O,0.05843960125000258
Hf4 Ga8 O20,Ga-Hf-O,0.08234887437500227
Hf3 Ir3 O12,Hf-Ir-O,0.1147263923611117
Hf4 Ir4 O16,Hf-Ir-O,0.13590369625000065
Hf3 Ir3 O12,Hf-Ir-O,0.11934832624999814
Hf3 Ir3 O12,Hf-Ir-O,0.11245947124999844
Hf4 Pd4 O12,Hf-Pd-O,0.15408627199999536
Hf4 Pd4 O12,Hf-Pd-O,0.172289368499996
Hf4 Pd4 O12,Hf-Pd-O,0.17346077249999503
Hf4 Pd4 O12,Hf-Pd-O,0.1858182179999961
Hf4 Rh4 O16,Hf-Rh-O,0.10576677083333408
Hf3 Rh3 O12,Hf-Rh-O,0.10092147013888919
Hf4 Rh4 O16,Hf-Rh-O,0.1244063170833325
Hf3 Rh3 O12,Hf-Rh-O,0.10723796569444488
Hf3 Rh3 O12,Hf-Rh-O,0.13047845291666604
Hf3 Ru3 O12,Hf-Ru-O,0.14846709569444272
Hf2 Ru2 O8,Hf-Ru-O,0.14007812708333311
Hf3 Ru3 O12,Hf-Ru-O,0.14115063902777614
Hf3 Ru3 O12,Hf-Ru-O,0.11367464569444152
Hf3 Ru3 O12,Hf-Ru-O,0.12946381458333178
Hg4 Pd4 O12,Hg-Pd-O,-0.014639133500000234
Hg2 Pd2 O6,Hg-Pd-O,-0.008663455499999806
Hg4 Pd4 O12,Hg-Pd-O,0.018455608500000054
Hg4 Pd4 O12,Hg-Pd-O,0.05660072449999998
Hg4 Pd4 O12,Hg-Pd-O,0.05937224349999948
In8 Os4 O20,In-Os-O,0.13478510687499856
In8 Os4 O20,In-Os-O,0.14468777312499803
In8 Os4 O20,In-Os-O,0.13924584156249864
In8 Os4 O20,In-Os-O,0.16520438156249817
In8 Os4 O20,In-Os-O,0.1578294378124978
Ir6 Au3 O6,Au-Ir-O,0.6111855016666663
Ir6 Au3 O6,Au-Ir-O,0.42593361233333304
Ir4 Au2 O4,Au-Ir-O,0.48049128699999866
Ir8 W4 O24,Ir-W-O,0.2130939201388884
Ir8 W4 O24,Ir-W-O,0.2029293509722212
Ir8 W4 O24,Ir-W-O,0.23726051819444471
Ir8 W4 O24,Ir-W-O,0.20555373708333313
Ir4 Rh8 O20,Ir-Rh-O,0.11497065968749887
Ir4 Rh8 O20,Ir-Rh-O,0.13456316812499836
Ir4 Rh8 O20,Ir-Rh-O,0.14811721468749806
Ir4 Rh8 O20,Ir-Rh-O,0.13113324749999844
Ir4 Rh8 O20,Ir-Rh-O,0.15134184374999826
Mg4 Hg4 O8,Hg-Mg-O,0.003323575625000963
Mg1 Hg1 O2,Hg-Mg-O,0.002915176875000647
Mg3 Hg3 O6,Hg-Mg-O,0.0005256618749998054
Mg4 Hg4 O8,Hg-Mg-O,0.003698254375000154
Mg4 Pb4 O8,Mg-Pb-O,0.09197327414062517
Mg4 Pb4 O8,Mg-Pb-O,0.09188621601562463
Mo15 Pt3 O24,Mo-Pt-O,0.8257304945238104
Mo15 Pt3 O24,Mo-Pt-O,0.770894709047619
Mo2 Au4 O8,Au-Mo-O,0.11667364113095413
Mo3 Au6 O12,Au-Mo-O,0.11299055970238392
Mo2 Au4 O8,Au-Mo-O,0.1393353539880975
Mo2 Au4 O8,Au-Mo-O,0.09383372970238302
Mo2 Au4 O8,Au-Mo-O,0.10403508041666854
Mo3 Ir3 O12,Ir-Mo-O,0.204393255555555
Na8 Sr4 O8,Na-Sr-O,0.018642587000000432
Nb8 Os4 O28,Nb-Os-O,0.09139004603571443
Nb4 Os2 O14,Nb-Os-O,0.09766264628571442
Mo4 Ir4 O16,Ir-Mo-O,0.1835074233333316
Mo15 Pt3 O24,Mo-Pt-O,0.7608757466666667
Mo20 Pt4 O32,Mo-Pt-O,0.7638895037500006
Mo15 Pt3 O24,Mo-Pt-O,0.7581780357142858
Nb8 Os4 O28,Nb-Os-O,0.06072299428571526
Nb8 Os4 O28,Nb-Os-O,0.056570635285716264
Nb8 Os4 O28,Nb-Os-O,0.08401637978571586
Os8 Au4 O8,Au-Os-O,0.5536861210000001
Os8 Au4 O8,Au-Os-O,0.5462383405000004
Os6 Au3 O6,Au-Os-O,0.5543235539999998
Os2 Pd2 O8,Os-Pd-O,0.09521537333333097
Os3 Pd3 O12,Os-Pd-O,0.09161728416666381
