formula,chemsys,ehull
Cu1 Os1 N2,Cu-N-Os,0.418710622
Ni8 Ir2 N8,Ir-N-Ni,0.285518668
Cd4 Cu4 N4,Cd-Cu-N,0.267982498
Cd4 Cu4 N4,Cd-Cu-N,0.281908915
Zn8 Bi4 N12,Bi-N-Zn,0.224901519
In3 Pb3 N5,In-N-Pb,0.238296842
K2 Pb2 N2,K-N-Pb,0.231402549
Na6 Bi2 N4,Bi-N-Na,0.289093782
Ni8 Ir2 N8,Ir-N-Ni,0.27159621
Zn8 Bi4 N12,Bi-N-Zn,0.24846829
Cd6 In4 N8,Cd-In-N,0.313970712
Na9 Bi3 N6,Bi-N-Na,0.281804802
Ni8 Ir2 N8,Ir-N-Ni,0.272003098
K4 Pb4 N4,K-N-Pb,0.258571868
Re4 Mo4 N12,Mo-N-Re,0.041829597
In3 Pb3 N5,In-N-Pb,0.22702785
K2 Pb2 N2,K-N-Pb,0.230992682
Re4 Mo4 N12,Mo-N-Re,0.046728133
K4 Pb4 N4,K-N-Pb,0.271124939
Cd9 In6 N12,Cd-In-N,0.31903041
Cu1 Os1 N2,Cu-N-Os,0.340593775
Na6 Bi2 N4,Bi-N-Na,0.290616674
Cd3 In2 N4,Cd-In-N,0.313410302
K2 Pb2 N2,K-N-Pb,0.289068716
In3 Pb3 N5,In-N-Pb,0.254632363
Fe9 Sb3 N3,Fe-N-Sb,0.148191018
Cd1 Cu1 N1,Cd-Cu-N,0.251181712
Cu1 Os1 N2,Cu-N-Os,0.39504132
Zn4 Bi2 N6,Bi-N-Zn,0.227223409
Fe12 Sb4 N4,Fe-N-Sb,0.116218688
Zn8 Bi4 N12,Bi-N-Zn,0.235606699
Re2 Mo2 N6,Mo-N-Re,0.072183431
Cd2 Cu2 N2,Cd-Cu-N,0.26658305
Pd2 C2 N4,C-N-Pd,0.260446793
In3 Pb3 N5,In-N-Pb,0.224240497
Fe12 Sb4 N4,Fe-N-Sb,0.08142481
